ward_name,town_code,town_name,date,0～4,5～9,10～14,15～19,20～24,25～29,30～34,35～39,40～44,45～49,50～54,55～59,60～64,65～69,70～74,75～79,80～84,85歳以上,世帯数
葵区,21000,追手町,20030930,8,4,8,11,9,14,22,11,10,17,17,26,19,19,16,11,8,3,113
葵区,21000,追手町,20040930,8,4,6,14,7,11,19,14,12,14,23,25,20,16,21,13,4,5,113
葵区,21000,追手町,20050930,8,6,6,14,10,9,18,15,12,14,22,26,23,16,16,13,5,6,114
葵区,21000,追手町,20060930,4,8,5,14,7,16,13,19,11,14,21,26,18,20,17,12,5,7,116
葵区,21000,追手町,20070930,7,7,3,9,12,13,18,18,12,12,21,20,17,19,18,14,3,8,113
葵区,21000,追手町,20080930,8,4,4,6,8,17,13,17,15,12,17,21,21,20,18,15,4,8,115
葵区,21000,追手町,20090930,11,6,5,5,6,10,20,14,17,15,13,20,18,21,15,17,4,9,114
葵区,21000,追手町,20100930,8,3,8,5,7,11,16,12,13,16,14,16,24,21,14,16,7,7,114
葵区,21000,追手町,20110930,7,3,8,5,6,4,16,12,16,12,14,15,22,18,20,18,9,5,118
葵区,21000,追手町,20120930,4,3,6,3,9,2,11,15,15,13,11,16,19,16,21,18,14,1,113
葵区,21000,追手町,20130930,3,3,4,5,8,8,7,17,13,13,10,13,23,19,19,20,15,2,119
葵区,21000,追手町,20140930,2,4,6,4,5,10,6,16,10,10,10,10,21,21,19,16,18,5,117
葵区,21000,追手町,20150930,2,5,3,3,5,6,11,15,9,7,12,12,14,26,19,15,16,7,116
葵区,21010,城内町,20030930,1,5,2,12,2,1,0,10,6,5,8,6,7,8,10,11,9,7,55
葵区,21010,城内町,20040930,1,4,3,7,4,1,0,7,7,6,6,5,5,8,9,14,6,8,51
葵区,21010,城内町,20050930,1,3,4,7,4,1,1,6,9,4,9,6,5,9,8,8,9,8,52
葵区,21010,城内町,20060930,1,4,3,3,7,3,1,3,12,3,8,10,6,9,6,8,8,12,56
葵区,21010,城内町,20070930,2,4,6,2,6,2,0,2,15,7,6,9,7,7,6,10,8,10,56
葵区,21010,城内町,20080930,3,2,3,2,6,4,0,2,9,7,5,9,7,7,7,9,7,8,52
葵区,21010,城内町,20090930,3,3,3,2,4,4,1,3,7,6,7,7,8,5,9,9,8,7,50
葵区,21010,城内町,20100930,3,3,1,3,4,4,1,1,7,6,6,10,8,6,7,7,5,11,48
葵区,21010,城内町,20110930,3,2,3,3,1,6,2,1,5,8,5,10,8,6,7,6,5,13,49
葵区,21010,城内町,20120930,3,2,3,4,2,6,2,0,4,12,5,6,11,7,5,6,7,14,53
葵区,21010,城内町,20130930,1,4,4,4,2,7,2,0,3,9,9,5,11,7,6,6,8,13,53
葵区,21010,城内町,20140930,1,3,4,5,2,5,3,0,2,8,7,7,8,8,5,7,8,12,49
葵区,21010,城内町,20150930,3,5,3,4,4,3,4,4,1,6,9,7,10,7,6,7,6,11,50
葵区,21020,駿府町,20030930,4,3,5,4,7,9,11,9,5,9,12,17,13,18,12,14,11,7,73
葵区,21020,駿府町,20040930,4,3,5,2,7,10,9,13,4,7,12,17,13,12,17,10,15,8,73
葵区,21020,駿府町,20050930,4,4,3,3,8,7,10,10,7,6,9,15,16,13,15,7,15,7,71
葵区,21020,駿府町,20060930,2,5,3,4,7,7,11,12,6,5,11,12,17,11,17,8,9,9,74
葵区,21020,駿府町,20070930,4,3,5,4,7,6,11,10,7,4,9,12,18,8,17,11,7,10,71
葵区,21020,駿府町,20080930,4,3,3,3,4,8,9,10,6,5,9,11,17,10,16,10,9,10,72
葵区,21020,駿府町,20090930,6,4,5,3,3,8,10,8,7,6,8,12,18,10,10,14,6,10,71
葵区,21020,駿府町,20100930,5,4,4,5,1,7,7,9,7,6,6,9,18,14,10,13,5,8,68
葵区,21020,駿府町,20110930,8,4,4,5,2,8,4,13,8,6,6,9,14,17,8,15,6,8,70
葵区,21020,駿府町,20120930,6,3,3,5,3,4,9,9,11,7,6,8,12,17,6,15,9,8,69
葵区,21020,駿府町,20130930,7,3,6,4,2,3,8,10,12,8,7,9,11,17,8,15,7,10,71
葵区,21020,駿府町,20140930,6,4,7,5,2,1,7,10,10,11,7,13,9,18,10,7,11,10,70
葵区,21020,駿府町,20150930,7,5,6,6,5,0,11,10,13,11,9,11,8,16,12,9,11,8,75
葵区,21030,駿府公園,20030930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
葵区,21030,駿府公園,20040930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
葵区,21040,西草深町,20030930,48,79,67,66,74,75,100,98,85,100,110,116,105,82,106,99,56,48,625
葵区,21040,西草深町,20040930,52,70,71,64,67,81,95,99,97,89,99,123,107,79,98,109,52,56,628
葵区,21040,西草深町,20050930,46,66,70,65,61,74,90,97,95,90,100,130,116,80,89,109,52,59,634
葵区,21040,西草深町,20060930,43,68,64,65,51,70,76,100,87,89,98,128,114,82,82,113,60,59,621
葵区,21040,西草深町,20070930,38,68,63,71,56,61,74,92,85,95,93,125,105,98,72,102,74,53,610
葵区,21040,西草深町,20080930,36,56,70,65,53,62,62,109,90,85,102,103,109,105,70,97,79,54,610
葵区,21040,西草深町,20090930,40,50,67,65,49,61,60,102,96,91,91,99,112,103,74,87,90,59,607
葵区,21040,西草深町,20100930,43,41,62,62,45,61,60,98,90,89,83,96,116,108,69,77,89,68,594
葵区,21040,西草深町,20110930,43,44,54,60,44,48,65,88,99,75,82,92,113,103,81,69,94,72,591
葵区,21040,西草深町,20120930,37,48,59,55,55,46,78,83,100,77,83,90,116,90,94,61,83,80,603
葵区,21040,西草深町,20130930,40,49,53,60,43,51,74,77,108,84,72,98,104,107,96,59,77,82,611
葵区,21040,西草深町,20140930,30,48,46,56,48,46,64,69,110,80,82,96,98,115,95,64,62,88,604
葵区,21040,西草深町,20150930,35,50,42,56,53,46,59,70,115,77,72,90,96,111,104,61,54,96,599
葵区,21050,東草深町,20030930,19,27,45,35,32,26,38,33,51,38,45,41,58,45,51,35,28,32,271
葵区,21050,東草深町,20040930,21,23,42,31,38,27,40,38,39,39,46,40,54,46,48,43,29,27,268
葵区,21050,東草深町,20050930,17,26,37,29,27,36,39,36,37,39,44,40,51,48,46,42,24,31,263
葵区,21050,東草深町,20060930,16,27,28,27,26,29,40,41,34,42,35,44,44,52,42,38,29,35,263
葵区,21050,東草深町,20070930,17,28,21,33,29,34,31,46,34,52,25,45,41,52,40,45,29,36,268
葵区,21050,東草深町,20080930,20,29,29,32,25,31,29,49,36,46,33,45,42,53,38,46,32,34,275
葵区,21050,東草深町,20090930,19,31,24,29,25,29,25,51,42,40,39,37,43,50,41,44,38,32,271
葵区,21050,東草深町,20100930,18,31,22,28,23,25,18,46,45,36,38,41,41,49,39,43,36,38,263
葵区,21050,東草深町,20110930,11,31,27,26,23,21,20,36,65,31,42,35,42,44,45,38,34,44,263
葵区,21050,東草深町,20120930,9,28,23,22,32,19,28,26,59,32,47,26,47,40,47,36,41,39,265
葵区,21050,東草深町,20130930,13,28,23,23,29,18,32,23,58,36,41,31,42,43,50,33,38,42,262
葵区,21050,東草深町,20140930,14,27,24,19,28,24,29,19,61,39,34,37,36,44,50,37,33,43,263
葵区,21050,東草深町,20150930,10,31,27,20,26,23,20,25,52,51,36,37,38,45,49,40,35,44,274
葵区,21060,水落町,20030930,18,27,41,46,43,52,55,38,38,69,69,64,54,52,50,68,48,44,366
葵区,21060,水落町,20040930,19,32,36,41,45,48,58,34,44,67,57,74,62,44,52,60,47,50,366
葵区,21060,水落町,20050930,23,28,43,33,43,43,48,41,48,56,65,76,62,41,56,51,46,48,350
葵区,21060,水落町,20060930,21,27,38,37,46,45,42,47,42,50,67,77,62,44,50,54,47,52,356
葵区,21060,水落町,20070930,19,23,30,33,56,33,38,50,37,42,64,81,66,38,53,44,58,56,351
葵区,21060,水落町,20080930,23,27,27,38,47,40,42,48,41,44,62,73,69,48,45,42,55,57,359
葵区,21060,水落町,20090930,19,30,31,39,35,44,39,55,43,46,57,64,81,54,40,43,46,61,361
葵区,21060,水落町,20100930,13,29,32,41,32,42,37,48,46,49,51,64,75,58,37,50,41,63,349
葵区,21060,水落町,20110930,13,26,33,35,37,43,47,46,53,39,53,64,80,59,36,45,45,62,365
葵区,21060,水落町,20120930,13,30,35,30,31,38,35,60,60,37,50,65,78,67,32,47,36,71,366
葵区,21060,水落町,20130930,16,29,36,26,27,30,31,48,77,41,45,58,72,68,51,40,41,69,367
葵区,21060,水落町,20140930,22,31,30,31,26,36,41,47,80,38,42,54,62,80,56,40,39,66,377
葵区,21060,水落町,20150930,13,31,29,32,25,28,32,46,65,49,45,53,62,74,59,40,41,64,368
葵区,21070,城東町,20030930,35,74,100,101,103,84,107,103,110,137,177,157,160,136,160,150,106,98,784
葵区,21070,城東町,20040930,47,64,83,100,101,88,107,96,109,130,170,171,168,142,149,150,113,99,798
葵区,21070,城東町,20050930,40,60,81,82,109,91,99,91,110,116,164,193,150,145,144,155,108,103,788
葵区,21070,城東町,20060930,44,64,70,90,97,95,100,97,111,109,158,193,145,149,139,147,118,113,800
葵区,21070,城東町,20070930,46,58,80,95,88,82,97,100,109,113,141,193,144,158,133,138,122,129,810
葵区,21070,城東町,20080930,52,60,82,96,79,91,86,122,99,124,128,180,160,157,132,132,120,130,814
葵区,21070,城東町,20090930,47,69,71,83,80,77,80,128,99,121,120,174,169,158,135,129,119,141,816
葵区,21070,城東町,20100930,40,67,75,86,66,80,75,121,106,123,116,158,185,143,136,129,126,142,811
葵区,21070,城東町,20110930,40,66,77,80,73,67,80,113,112,129,109,144,185,136,139,130,120,149,803
葵区,21070,城東町,20120930,42,68,74,80,72,59,81,109,121,120,112,139,184,133,152,121,119,163,816
葵区,21070,城東町,20130930,41,66,70,84,68,56,84,96,133,107,118,125,170,147,147,119,122,161,811
葵区,21070,城東町,20140930,38,67,77,75,67,48,68,93,132,109,123,107,159,157,153,120,110,168,806
葵区,21070,城東町,20150930,38,63,74,77,64,42,70,87,130,117,128,97,144,180,143,122,112,161,805
葵区,21080,緑町,20030930,21,44,63,42,52,38,36,56,63,53,75,63,40,41,59,47,29,28,324
葵区,21080,緑町,20040930,26,38,62,44,50,41,43,51,66,57,60,63,41,39,53,50,30,26,322
葵区,21080,緑町,20050930,22,35,54,54,34,42,39,48,65,70,47,68,40,43,50,52,27,28,322
葵区,21080,緑町,20060930,27,43,52,51,42,39,38,55,67,64,52,73,45,37,45,54,31,34,333
葵区,21080,緑町,20070930,28,40,53,50,43,37,39,51,69,62,51,63,52,46,34,56,33,35,328
葵区,21080,緑町,20080930,26,39,47,62,35,42,31,56,68,63,60,58,60,43,35,51,37,35,332
葵区,21080,緑町,20090930,34,47,44,49,43,50,40,59,65,70,74,55,66,41,39,46,40,37,357
葵区,21080,緑町,20100930,41,53,47,49,51,38,53,71,72,72,80,58,66,43,40,48,49,39,388
葵区,21080,緑町,20110930,55,64,63,50,42,34,57,78,90,71,71,60,78,43,37,45,51,44,405
葵区,21080,緑町,20120930,52,63,62,54,43,27,51,81,86,73,71,61,64,56,38,35,56,43,397
葵区,21080,緑町,20130930,47,68,61,57,42,30,52,77,96,70,73,67,66,66,37,38,52,46,416
葵区,21080,緑町,20140930,40,68,65,50,42,35,42,64,91,82,73,71,56,67,43,39,46,53,412
葵区,21080,緑町,20150930,40,67,72,48,38,44,39,57,93,90,73,75,55,65,44,39,41,58,414
葵区,21090,西千代田町,20030930,56,93,89,81,75,81,89,117,123,105,132,136,84,77,89,99,59,59,653
葵区,21090,西千代田町,20040930,52,89,87,83,76,86,91,109,125,110,117,136,102,63,85,99,62,63,653
葵区,21090,西千代田町,20050930,51,72,91,81,66,82,90,95,122,105,109,140,110,65,80,95,71,68,650
葵区,21090,西千代田町,20060930,54,64,86,73,63,84,102,91,100,110,104,149,107,71,81,83,78,67,650
葵区,21090,西千代田町,20070930,50,64,101,85,55,77,92,94,125,111,109,136,113,80,82,85,79,66,660
葵区,21090,西千代田町,20080930,50,72,93,87,57,75,91,96,122,113,105,129,131,81,79,79,80,75,658
葵区,21090,西千代田町,20090930,55,70,93,88,64,66,92,91,112,122,112,123,130,103,66,81,75,85,668
葵区,21090,西千代田町,20100930,49,59,85,91,75,61,91,84,100,117,109,119,126,110,64,73,80,89,659
葵区,21090,西千代田町,20110930,50,53,78,93,64,72,78,88,97,103,120,114,129,105,73,76,76,94,656
葵区,21090,西千代田町,20120930,49,51,75,97,70,59,79,99,89,119,113,117,127,106,76,77,74,97,671
葵区,21090,西千代田町,20130930,58,57,72,83,65,62,75,109,90,118,102,118,122,120,73,75,69,100,662
葵区,21090,西千代田町,20140930,49,63,70,77,74,57,65,107,93,98,110,111,128,117,90,63,70,99,661
葵区,21090,西千代田町,20150930,57,66,65,71,76,68,71,105,98,99,103,112,119,118,96,58,67,101,666
葵区,21201,鷹匠一丁目,20030930,11,8,20,15,21,32,33,35,25,24,42,33,28,24,25,16,12,23,206
葵区,21201,鷹匠一丁目,20040930,11,6,16,19,23,24,35,30,23,30,38,33,35,20,26,18,12,21,202
葵区,21201,鷹匠一丁目,20050930,8,9,12,22,18,24,25,28,29,36,32,39,31,25,25,19,14,21,197
葵区,21201,鷹匠一丁目,20060930,11,13,9,23,17,28,28,35,32,33,27,42,31,23,27,22,15,19,209
葵区,21201,鷹匠一丁目,20070930,8,15,9,24,16,19,28,36,40,25,29,41,37,23,26,23,16,14,211
葵区,21201,鷹匠一丁目,20080930,10,15,8,22,17,17,27,34,39,29,28,40,33,24,20,28,15,16,203
葵区,21201,鷹匠一丁目,20090930,9,10,11,13,23,18,25,34,35,26,31,35,31,32,16,26,17,17,201
葵区,21201,鷹匠一丁目,20100930,10,6,13,9,22,23,23,31,34,26,35,31,35,26,22,28,17,15,206
葵区,21201,鷹匠一丁目,20110930,12,6,14,9,22,19,33,29,35,24,31,23,41,27,21,23,21,17,207
葵区,21201,鷹匠一丁目,20120930,10,5,13,12,22,19,28,26,42,33,23,29,38,36,20,22,20,16,221
葵区,21201,鷹匠一丁目,20130930,9,6,9,13,24,15,20,26,41,37,28,27,34,30,23,19,25,17,220
葵区,21201,鷹匠一丁目,20140930,8,10,10,12,21,23,19,19,41,36,28,29,31,32,27,17,24,23,227
葵区,21201,鷹匠一丁目,20150930,7,11,9,15,16,28,18,20,33,37,32,32,29,33,21,23,22,23,222
葵区,21202,鷹匠二丁目,20030930,16,25,27,59,52,59,54,33,47,62,65,77,65,49,51,64,45,27,398
葵区,21202,鷹匠二丁目,20040930,28,27,26,51,51,69,59,50,46,56,72,73,73,45,50,61,46,28,421
葵区,21202,鷹匠二丁目,20050930,43,33,34,49,59,80,93,83,67,69,76,85,76,44,54,57,52,37,515
葵区,21202,鷹匠二丁目,20060930,49,49,41,41,70,70,100,109,80,72,78,101,70,53,58,56,49,47,571
葵区,21202,鷹匠二丁目,20070930,47,48,47,40,62,78,80,107,90,72,77,95,85,56,53,52,53,50,584
葵区,21202,鷹匠二丁目,20080930,48,46,48,33,67,68,84,99,91,77,76,82,88,72,51,49,52,51,575
葵区,21202,鷹匠二丁目,20090930,55,45,52,37,74,69,79,89,101,77,81,80,86,82,50,46,55,49,593
葵区,21202,鷹匠二丁目,20100930,65,47,49,35,53,64,86,88,103,80,77,71,100,78,49,52,52,49,600
葵区,21202,鷹匠二丁目,20110930,66,44,58,44,43,72,75,99,120,91,83,79,102,76,62,54,50,59,651
葵区,21202,鷹匠二丁目,20120930,65,45,60,52,43,78,68,103,129,108,76,87,92,88,66,54,45,64,676
葵区,21202,鷹匠二丁目,20130930,65,51,56,57,42,66,73,103,118,114,76,90,79,82,80,57,36,67,670
葵区,21202,鷹匠二丁目,20140930,58,59,47,59,52,83,63,103,111,109,82,91,73,84,88,56,39,66,668
葵区,21202,鷹匠二丁目,20150930,48,68,50,56,42,79,64,104,103,116,87,87,71,94,85,55,47,62,679
葵区,21203,鷹匠三丁目,20030930,35,34,34,30,42,48,73,55,55,57,55,64,63,53,55,54,28,35,396
葵区,21203,鷹匠三丁目,20040930,34,32,30,32,48,49,60,56,56,53,59,65,65,58,51,49,40,31,398
葵区,21203,鷹匠三丁目,20050930,25,28,35,35,46,50,50,61,54,52,53,69,63,60,43,53,44,30,394
葵区,21203,鷹匠三丁目,20060930,24,23,33,34,48,51,50,66,53,50,56,68,54,62,44,55,41,32,399
葵区,21203,鷹匠三丁目,20070930,23,28,24,36,51,55,50,65,51,58,46,64,53,61,44,56,42,35,404
葵区,21203,鷹匠三丁目,20080930,23,37,26,40,44,62,49,74,53,62,47,62,59,58,45,53,51,35,425
葵区,21203,鷹匠三丁目,20090930,21,34,28,33,33,58,46,68,50,63,48,56,62,58,49,51,47,44,408
葵区,21203,鷹匠三丁目,20100930,24,28,29,32,48,63,50,63,55,59,52,53,64,58,50,41,51,48,426
葵区,21203,鷹匠三丁目,20110930,25,27,25,31,45,54,55,61,57,60,50,55,66,47,58,40,50,47,426
葵区,21203,鷹匠三丁目,20120930,25,27,31,25,46,43,68,57,73,62,58,45,67,50,58,41,50,49,443
葵区,21203,鷹匠三丁目,20130930,31,28,34,27,41,44,67,50,78,64,57,46,60,56,56,33,47,51,440
葵区,21203,鷹匠三丁目,20140930,32,27,32,31,38,48,58,55,73,62,63,41,57,59,54,38,44,52,435
葵区,21203,鷹匠三丁目,20150930,21,24,28,35,39,53,49,59,68,64,61,45,49,60,52,45,33,56,436
葵区,21210,東鷹匠町,20030930,28,32,50,46,35,44,54,44,83,65,76,63,65,44,56,63,37,33,398
葵区,21210,東鷹匠町,20040930,25,36,49,47,39,41,43,49,79,78,71,62,60,55,53,62,36,40,399
葵区,21210,東鷹匠町,20050930,26,35,42,54,37,37,41,43,80,81,74,60,62,48,52,61,40,43,394
葵区,21210,東鷹匠町,20060930,25,31,47,53,37,28,46,46,59,89,70,77,54,53,47,55,45,46,404
葵区,21210,東鷹匠町,20070930,21,35,41,49,39,26,40,53,53,91,66,68,57,60,49,51,53,45,404
葵区,21210,東鷹匠町,20080930,20,32,39,51,42,27,30,58,50,88,68,67,58,60,44,60,58,52,424
葵区,21210,東鷹匠町,20090930,25,29,36,50,51,26,31,49,59,86,69,66,57,56,56,61,59,56,438
葵区,21210,東鷹匠町,20100930,25,29,38,43,47,30,28,48,55,85,78,66,61,55,54,52,61,53,431
葵区,21210,東鷹匠町,20110930,28,29,36,50,49,31,21,52,57,66,89,63,73,47,55,50,58,60,429
葵区,21210,東鷹匠町,20120930,30,27,40,44,45,38,33,45,66,63,89,65,67,54,56,52,55,70,443
葵区,21210,東鷹匠町,20130930,25,35,35,45,44,35,29,42,65,57,90,64,68,63,52,46,56,70,435
葵区,21210,東鷹匠町,20140930,25,34,34,40,45,39,34,38,64,61,88,67,65,60,52,51,56,65,437
葵区,21210,東鷹匠町,20150930,24,36,33,42,43,33,36,41,65,61,88,79,68,59,54,50,47,72,446
葵区,21220,横内町,20030930,12,20,18,15,20,23,27,29,29,26,30,27,36,31,22,18,13,19,176
葵区,21220,横内町,20040930,14,15,24,10,19,21,24,34,24,28,26,26,34,28,25,16,12,18,170
葵区,21220,横内町,20050930,21,19,28,13,18,24,36,44,33,29,27,27,27,32,27,21,12,18,195
葵区,21220,横内町,20060930,23,22,25,18,17,21,36,44,39,25,30,29,27,30,30,17,16,18,198
葵区,21220,横内町,20070930,17,26,23,18,17,19,32,38,40,27,29,26,26,34,29,20,16,15,195
葵区,21220,横内町,20080930,15,20,26,23,17,15,25,38,44,30,29,24,24,38,30,18,17,16,200
葵区,21220,横内町,20090930,16,20,21,32,12,18,22,30,52,30,33,24,26,39,29,20,11,20,201
葵区,21220,横内町,20100930,15,22,22,30,13,16,18,30,46,34,33,22,31,33,36,26,18,18,207
葵区,21220,横内町,20110930,14,23,24,25,14,15,20,35,44,39,29,25,31,30,34,29,19,20,211
葵区,21220,横内町,20120930,17,20,21,23,14,14,18,31,35,43,31,24,24,34,37,31,23,21,212
葵区,21220,横内町,20130930,12,21,20,22,12,17,16,26,34,46,27,27,21,29,39,34,20,25,207
葵区,21220,横内町,20140930,10,19,20,16,21,11,17,25,29,46,25,31,21,27,38,32,24,25,203
葵区,21220,横内町,20150930,12,17,21,18,22,12,17,23,33,41,30,29,20,26,33,31,25,28,211
葵区,21230,太田町,20030930,14,15,5,11,17,16,29,19,17,11,24,13,26,22,8,13,11,7,125
葵区,21230,太田町,20040930,15,18,10,13,20,12,30,23,17,13,18,20,21,22,9,13,10,7,131
葵区,21230,太田町,20050930,13,20,9,7,12,13,25,23,19,15,16,16,17,18,17,12,10,7,120
葵区,21230,太田町,20060930,9,15,16,4,14,10,21,22,19,19,15,15,17,17,20,8,11,10,123
葵区,21230,太田町,20070930,11,14,19,5,12,18,24,33,30,21,18,17,15,22,22,8,9,12,153
葵区,21230,太田町,20080930,13,14,18,6,15,14,23,34,27,20,18,20,11,27,22,6,12,11,152
葵区,21230,太田町,20090930,11,13,16,7,9,11,17,26,31,21,17,20,14,24,23,9,14,8,146
葵区,21230,太田町,20100930,9,15,17,7,7,14,14,24,31,23,19,18,17,21,18,16,12,9,146
葵区,21230,太田町,20110930,8,16,14,15,8,16,17,25,36,24,21,16,16,18,19,19,8,12,159
葵区,21230,太田町,20120930,9,13,15,17,8,13,23,29,32,27,17,18,18,13,21,21,6,13,158
葵区,21230,太田町,20130930,9,10,17,19,5,14,20,25,29,28,19,16,18,8,21,21,6,15,155
葵区,21230,太田町,20140930,12,11,16,17,9,14,21,19,28,29,20,16,18,14,19,21,8,13,156
葵区,21230,太田町,20150930,11,9,17,21,9,12,15,18,28,31,22,15,17,15,19,14,16,12,153
葵区,21240,巴町,20030930,5,12,24,21,22,25,14,27,23,29,22,24,22,22,24,15,7,19,152
葵区,21240,巴町,20040930,6,14,19,18,21,22,19,23,26,26,20,24,25,17,26,16,9,15,149
葵区,21240,巴町,20050930,7,10,16,18,20,19,23,20,27,22,22,26,19,20,18,18,13,15,142
葵区,21240,巴町,20060930,6,6,20,20,17,17,20,20,28,21,22,27,17,18,21,15,14,15,144
葵区,21240,巴町,20070930,5,5,20,17,17,20,17,14,32,18,26,27,14,22,19,19,14,13,142
葵区,21240,巴町,20080930,5,8,16,19,14,18,20,12,30,19,23,22,24,21,18,20,13,16,142
葵区,21240,巴町,20090930,4,10,15,17,13,18,13,23,19,26,21,20,25,23,15,23,13,15,142
葵区,21240,巴町,20100930,5,9,15,15,17,20,11,24,19,23,23,18,28,19,18,16,14,17,139
葵区,21240,巴町,20110930,6,9,11,19,17,14,16,19,23,25,20,22,29,17,17,18,12,17,143
葵区,21240,巴町,20120930,4,10,10,21,15,15,13,17,22,25,18,23,26,15,21,17,12,16,136
葵区,21240,巴町,20130930,6,7,12,17,17,16,15,16,18,25,20,20,18,22,20,16,12,20,138
葵区,21240,巴町,20140930,8,5,14,17,19,13,21,11,25,16,23,20,19,22,23,10,15,20,143
葵区,21240,巴町,20150930,6,6,10,15,18,19,22,11,21,18,21,26,20,27,19,15,10,24,149
葵区,21250,瓦場町,20030930,27,31,35,33,33,35,48,48,56,44,42,38,44,33,39,27,19,26,243
葵区,21250,瓦場町,20040930,26,28,35,30,32,32,42,49,43,52,33,39,48,36,35,29,19,26,241
葵区,21250,瓦場町,20050930,27,34,38,31,29,30,39,70,48,48,32,41,45,35,34,33,18,20,248
葵区,21250,瓦場町,20060930,27,34,41,29,28,32,40,70,54,39,34,48,41,37,31,36,19,22,252
葵区,21250,瓦場町,20070930,21,39,39,33,25,22,37,60,55,46,37,45,36,43,29,34,25,22,244
葵区,21250,瓦場町,20080930,29,34,39,31,31,30,36,54,57,49,37,42,37,40,35,34,25,23,251
葵区,21250,瓦場町,20090930,35,29,34,33,28,32,37,44,61,48,47,31,39,44,40,32,25,25,256
葵区,21250,瓦場町,20100930,32,25,28,39,28,25,37,37,64,52,42,31,45,47,36,33,30,24,258
葵区,21250,瓦場町,20110930,30,25,26,36,33,26,31,42,55,49,42,32,43,43,37,33,30,26,254
葵区,21250,瓦場町,20120930,40,24,26,34,38,32,33,50,47,45,51,38,39,37,38,29,29,32,262
葵区,21250,瓦場町,20130930,41,30,22,32,32,33,38,50,48,51,54,35,35,37,37,34,30,29,265
葵区,21250,瓦場町,20140930,49,32,22,32,33,31,42,51,47,53,50,41,26,34,42,34,29,30,273
葵区,21250,瓦場町,20150930,35,38,21,28,33,29,35,42,41,58,53,38,29,34,43,31,30,32,262
葵区,21260,春日町,20030930,7,9,15,14,10,15,26,10,13,18,20,16,23,25,21,25,15,11,122
葵区,21260,春日町,20040930,11,6,15,18,11,16,19,16,16,17,21,16,26,20,22,22,20,10,124
葵区,21260,春日町,20050930,10,9,9,24,10,12,20,18,14,21,21,16,26,18,21,21,21,15,124
葵区,21260,春日町,20060930,11,6,11,20,12,11,16,20,17,19,21,18,23,17,21,17,23,15,123
葵区,21260,春日町,20070930,12,9,11,19,15,9,12,20,21,18,21,20,17,22,18,20,23,16,126
葵区,21260,春日町,20080930,11,10,7,16,15,11,11,17,16,18,20,21,17,26,16,18,21,17,123
葵区,21260,春日町,20090930,10,13,7,12,17,13,10,19,18,15,18,22,16,27,14,20,20,18,122
葵区,21260,春日町,20100930,11,12,9,7,18,11,8,22,20,15,16,21,16,26,15,20,19,20,123
葵区,21260,春日町,20110930,12,14,6,9,13,13,8,22,17,20,13,19,17,23,15,18,14,24,120
葵区,21260,春日町,20120930,12,14,11,8,16,20,10,15,23,22,13,17,17,18,19,16,15,26,130
葵区,21260,春日町,20130930,14,20,16,8,15,21,12,23,30,18,14,17,18,17,24,16,12,26,137
葵区,21260,春日町,20140930,11,20,19,10,14,19,15,20,33,22,16,14,19,18,27,14,14,24,143
葵区,21260,春日町,20150930,11,20,17,14,11,15,18,13,33,23,18,14,17,18,25,13,13,24,137
葵区,21261,春日一丁目,20030930,2,10,8,13,10,18,10,17,10,11,11,12,10,12,16,11,4,7,97
葵区,21261,春日一丁目,20040930,7,12,13,13,15,21,22,24,23,15,13,17,11,12,13,16,2,8,126
葵区,21261,春日一丁目,20050930,9,9,11,14,16,18,19,21,21,17,15,13,11,11,17,17,4,7,121
葵区,21261,春日一丁目,20060930,6,10,13,12,15,16,23,18,29,17,16,11,13,14,15,19,4,5,126
葵区,21261,春日一丁目,20070930,7,10,12,14,23,19,20,17,27,15,20,12,16,14,12,16,8,6,133
葵区,21261,春日一丁目,20080930,6,5,15,14,19,20,19,16,24,18,18,16,15,11,16,16,10,6,135
葵区,21261,春日一丁目,20090930,7,4,13,14,19,21,21,19,24,25,17,18,16,10,17,14,15,5,147
葵区,21261,春日一丁目,20100930,11,6,12,12,19,18,22,16,26,24,18,18,16,10,16,18,17,6,143
葵区,21261,春日一丁目,20110930,10,8,9,14,14,25,13,21,19,29,19,15,14,12,17,14,18,6,140
葵区,21261,春日一丁目,20120930,8,10,10,10,12,26,14,17,21,27,18,17,13,14,16,10,16,9,142
葵区,21261,春日一丁目,20130930,9,12,7,14,22,24,21,16,20,23,22,17,13,13,14,15,15,10,158
葵区,21261,春日一丁目,20140930,9,10,7,14,24,27,19,18,21,21,28,13,13,13,13,15,12,13,161
葵区,21261,春日一丁目,20150930,6,7,7,14,16,28,13,19,15,26,24,17,14,13,11,15,15,13,152
葵区,21262,春日二丁目,20030930,21,24,26,25,37,51,57,32,38,39,65,52,52,68,54,44,15,10,360
葵区,21262,春日二丁目,20040930,18,19,28,21,32,51,58,27,41,30,61,56,50,62,56,47,16,15,347
葵区,21262,春日二丁目,20050930,20,17,27,21,26,45,59,27,41,33,54,55,50,65,60,42,22,19,340
葵区,21262,春日二丁目,20060930,21,9,26,29,29,37,52,31,41,37,48,63,41,58,70,45,23,20,344
葵区,21262,春日二丁目,20070930,16,12,21,30,23,35,47,43,30,44,47,49,46,55,65,53,25,21,341
